,EXT_SOURCE_MEAN,EXT_23_PRODUCT,EXT_MAX,EXT_123_PRODUCT,EXT_13_PRODUCT,EXT_MIN,EXT_SOURCE_3,EXT_12_PRODUCT,EXT_SOURCE_2,EXT_SOURCE_1,DAYS_BIRTH,AGE_YEARS,DAYS_EMPLOYED,EMPLOYED_BIRTH_RATIO,GOODS_CREDIT_RATIO,NAME_EDUCATION_TYPE_Higher education,DAYS_LAST_PHONE_CHANGE,DAYS_ID_PUBLISH,NAME_EDUCATION_TYPE_Secondary / secondary special,EXT_SOURCE_STD,EMPLOYED_BIRTH_RATIO_IS_MISSING,DAYS_EMPLOYED_ANOM,DAYS_EMPLOYED_IS_MISSING,ORGANIZATION_TYPE_XNA,TARGET
DAYS_BIRTH,-0.2798633827064503,-0.182668281589062,-0.21643404400567143,-0.43697277201749224,-0.505040774935618,-0.26398272410765605,-0.2054776029977802,-0.4769173141902577,-0.09199587015386387,-0.600609973950311,1.0,-1.000000000000008,0.35232088278856116,-0.1379211506286935,0.022179247550157835,0.11580773803204329,0.08293907155033942,0.27269066247829016,-0.15738939390265583,0.030953672543931537,-0.6199467489536692,-0.6199467489536692,-0.6199467489536692,-0.6199467489536692,0.07823930830983095
AGE_YEARS,0.2798633827064437,0.18266828158906115,0.21643404400566768,0.4369727720174975,0.5050407749356229,0.26398272410766,0.20547760299778983,0.47691731419025307,0.09199587015386407,0.600609973950311,-1.000000000000008,1.0,-0.3523208827885681,0.13792115062868812,-0.02217924755015818,-0.11580773803204435,-0.08293907155033495,-0.27269066247821694,0.15738939390265155,-0.030953672543930985,0.6199467489536677,0.6199467489536677,0.6199467489536677,0.6199467489536677,-0.07823930830982469
DAYS_EMPLOYED,-0.17978479260291869,-0.14235870456027055,-0.15749233685232134,-0.22170600836376414,-0.23983503525081204,-0.15334179243197013,-0.1297216966659496,-0.2201422900181086,-0.09344429445057285,-0.2527116565308188,0.35232088278856116,-0.3523208827885681,1.0,-0.9546794111020165,-0.009854616574081581,0.00366204964073806,0.14168781995694146,0.08986871420696975,-0.031166992544556835,0.04038021938006187,,,,,0.07495845742544051
EMPLOYED_BIRTH_RATIO,0.12799640204580387,0.11235870515550268,0.11969585276964798,0.13921678492391457,0.1478840058591809,0.1023158709095977,0.10381014685435605,0.12627284428095023,0.07215177380958776,0.13885442720199115,-0.1379211506286935,0.13792115062868812,-0.9546794111020165,1.0,0.016920237007958278,0.013396747298889025,-0.13186250743704642,-0.08579952184131426,0.004615944174105418,-0.029974831700719518,,,,,-0.06795454075818758
GOODS_CREDIT_RATIO,0.062106225892286135,0.05168570041338457,0.05446233037205229,0.05811371773797938,0.04577664017924715,0.05183525902400825,0.0219759990873642,0.06551682920277499,0.061808619024185905,0.04863051652722842,0.022179247550157835,-0.02217924755015818,-0.009854616574081581,0.016920237007958278,1.0,0.08650210912094852,-0.017394973131215526,-0.002665226953629081,-0.08365266428709049,-0.021479098045046812,-0.000605889591099285,-0.000605889591099285,-0.000605889591099285,-0.000605889591099285,-0.06540747416890076
NAME_EDUCATION_TYPE_Higher education,0.09943072453587631,0.06149314747750339,0.11454921727573733,0.11794354804834083,0.07801850532223331,0.05764103999341599,-0.02242876882937128,0.17043178835436093,0.12458128787526336,0.13518046034247624,0.11580773803204329,-0.11580773803204435,0.00366204964073806,0.013396747298889025,0.08650210912094852,1.0,-0.0062806599300321885,0.025780563943899167,-0.8880015650399551,-0.013575534700167155,-0.10425355381963351,-0.10425355381963351,-0.10425355381963351,-0.10425355381963351,-0.05659264414096368
DAYS_LAST_PHONE_CHANGE,-0.19278632782491606,-0.1706304206050353,-0.18728455953107329,-0.17189557513167866,-0.128187325992631,-0.14567523928747994,-0.07525615099569821,-0.18723975096865314,-0.1957641653594389,-0.13260718519576342,0.08293907155033942,-0.08293907155033495,0.14168781995694146,-0.13186250743704642,-0.017394973131215526,-0.0062806599300321885,1.0,0.08857589685315377,-0.004815858223721007,0.04479585332446436,0.021110730458618398,0.021110730458618398,0.021110730458618398,0.021110730458618398,0.055218483513457824
DAYS_ID_PUBLISH,-0.12487433493428303,-0.10850056916806024,-0.12217865708360585,-0.12619055440921198,-0.1436730536675911,-0.09509702998810393,-0.13159686977076446,-0.11594092557542657,-0.050955131246618754,-0.13237489764477092,0.27269066247829016,-0.27269066247821694,0.08986871420696975,-0.08579952184131426,-0.002665226953629081,0.025780563943899167,0.08857589685315377,1.0,-0.042496653224897325,-0.0005531273935281488,-0.27363317812828997,-0.27363317812828997,-0.27363317812828997,-0.27363317812828997,0.05145717260705608
NAME_EDUCATION_TYPE_Secondary / secondary special,-0.07064622810075043,-0.04095519301262565,-0.0891641482533555,-0.08517117919362895,-0.043450795636375134,-0.03358748823808103,0.038163132635324976,-0.1341543717063384,-0.10697478581481813,-0.09540147959116298,-0.15738939390265583,0.15738939390265155,-0.031166992544556835,0.004615944174105418,-0.08365266428709049,-0.8880015650399551,-0.004815858223721007,-0.042496653224897325,1.0,0.006546883711095452,0.10780422296992415,0.10780422296992415,0.10780422296992415,0.10780422296992415,0.04982373084813278
EXT_SOURCE_STD,-0.29146099904507894,-0.451936022454283,0.25352229329261206,-0.456928977439564,-0.3231401783015967,-0.6658540174164023,-0.19737091732637374,-0.2811482678778057,-0.24362404064948653,-0.13674121556060853,0.030953672543931537,-0.030953672543930985,0.04038021938006187,-0.029974831700719518,-0.021479098045046812,-0.013575534700167155,0.04479585332446436,-0.0005531273935281488,0.006546883711095452,1.0,0.006140576330106027,0.006140576330106027,0.006140576330106027,0.006140576330106027,0.04770046543307648
EMPLOYED_BIRTH_RATIO_IS_MISSING,0.09522386683007818,0.05786348569400936,0.06292453754554396,0.1938971659262066,0.2581151827894813,0.10143557644778395,0.11526256716439197,0.19413612974654032,-0.019508085965658943,0.2942910999989165,-0.6199467489536692,0.6199467489536677,,,-0.000605889591099285,-0.10425355381963351,0.021110730458618398,-0.27363317812828997,0.10780422296992415,0.006140576330106027,1.0,1.0,1.0,1.0,-0.04598707841558003
DAYS_EMPLOYED_ANOM,0.09522386683007818,0.05786348569400936,0.06292453754554396,0.1938971659262066,0.2581151827894813,0.10143557644778395,0.11526256716439197,0.19413612974654032,-0.019508085965658943,0.2942910999989165,-0.6199467489536692,0.6199467489536677,,,-0.000605889591099285,-0.10425355381963351,0.021110730458618398,-0.27363317812828997,0.10780422296992415,0.006140576330106027,1.0,1.0,1.0,1.0,-0.04598707841558003
DAYS_EMPLOYED_IS_MISSING,0.09522386683007818,0.05786348569400936,0.06292453754554396,0.1938971659262066,0.2581151827894813,0.10143557644778395,0.11526256716439197,0.19413612974654032,-0.019508085965658943,0.2942910999989165,-0.6199467489536692,0.6199467489536677,,,-0.000605889591099285,-0.10425355381963351,0.021110730458618398,-0.27363317812828997,0.10780422296992415,0.006140576330106027,1.0,1.0,1.0,1.0,-0.04598707841558003
ORGANIZATION_TYPE_XNA,0.09522386683007818,0.05786348569400936,0.06292453754554396,0.1938971659262066,0.2581151827894813,0.10143557644778395,0.11526256716439197,0.19413612974654032,-0.019508085965658943,0.2942910999989165,-0.6199467489536692,0.6199467489536677,,,-0.000605889591099285,-0.10425355381963351,0.021110730458618398,-0.27363317812828997,0.10780422296992415,0.006140576330106027,1.0,1.0,1.0,1.0,-0.04598707841558003
TARGET,-0.2220519555735911,-0.1994865836913118,-0.19687609781973162,-0.18855210092145977,-0.18783159920201478,-0.18526619522051707,-0.17891869762836912,-0.1755747216774738,-0.16047167160520673,-0.15531712606395018,0.07823930830983095,-0.07823930830982469,0.07495845742544051,-0.06795454075818758,-0.06540747416890076,-0.05659264414096368,0.055218483513457824,0.05145717260705608,0.04982373084813278,0.04770046543307648,-0.04598707841558003,-0.04598707841558003,-0.04598707841558003,-0.04598707841558003,1.0
